Albert_CDMX,2022-02-17_10:15:31,781.264,19.620,42.597,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:16:33,781.277,19.610,42.650,0.833,20.000,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:17:35,781.231,19.610,42.504,0.833,20.000,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:18:38,781.225,19.600,42.640,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:19:40,781.212,19.600,43.146,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,2.800
Albert_CDMX,2022-02-17_10:20:42,781.211,19.580,42.535,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:21:44,781.277,19.590,42.525,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:22:46,781.329,19.590,42.514,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:23:48,781.205,19.570,42.512,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:24:51,781.250,19.570,42.489,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:25:53,781.250,19.570,42.501,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:26:55,781.276,19.570,42.479,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:27:57,781.289,19.560,42.478,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:28:59,781.171,19.550,42.556,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
Albert_CDMX,2022-02-17_10:30:01,781.217,19.540,42.803,0.833,19.750,0.000,0.000,3.264,-0.000,3.264,3.200
